TRANSACTION,Transaction date,Account name,Transaction date,Original payee name from import,Transaction amount,Link to PAYEE record,Transaction memo
21119-3996-4511,09-23-2024,Business Platinum Card®,09-23-2024,Netflix,-25.03,P211195285,
21119-3996-4512,10-20-2024,Chase Freedom,10-20-2024,Netflix,-25.03,P211195285,
21119-3996-4513,10-23-2024,Business Platinum Card®,10-23-2024,Netflix,-25.03,P211195285,
21119-3996-4514,11-20-2024,Chase Freedom,11-20-2024,Netflix,-25.03,P211195285,
21119-3996-4515,11-23-2024,Business Platinum Card®,11-23-2024,Netflix,-25.03,P211195285,
21119-3996-4516,12-20-2024,Chase Freedom,12-20-2024,Netflix,-25.03,P211195285,
21119-3996-4517,12-23-2024,Business Platinum Card®,12-23-2024,Netflix,-25.03,P211195285,
21119-3996-4518,01-20-2025,Chase Freedom,01-20-2025,Netflix,-25.03,P211195285,
21119-3996-4519,01-23-2025,Business Platinum Card®,01-23-2025,Netflix,-25.03,P211195285,
21119-3996-4520,02-20-2025,Chase Freedom,02-20-2025,Netflix,-25.03,P211195285,
21119-3996-4521,02-23-2025,Business Platinum Card®,02-23-2025,Netflix,-27.21,P211195285,
21119-3996-4522,03-19-2025,Chase Freedom,03-19-2025,Netflix,-27.21,P211195285,
21119-3996-4523,03-23-2025,Business Platinum Card®,03-23-2025,Netflix,-27.21,P211195285,
21119-3996-4524,04-20-2025,Chase Freedom,04-20-2025,Netflix,-27.21,P211195285,
21119-3996-4525,04-23-2025,Business Platinum Card®,04-23-2025,Netflix,-27.21,P211195285,
21119-3996-4526,05-20-2025,Chase Freedom,05-20-2025,Netflix,-27.21,P211195285,
21119-3996-4527,05-23-2025,Business Platinum Card®,05-23-2025,Netflix,-27.21,P211195285,
21119-3996-4528,06-20-2025,Chase Freedom,06-20-2025,Netflix,-27.21,P211195285,
21119-3996-4529,06-23-2025,Business Platinum Card®,06-23-2025,Netflix,-27.21,P211195285,
21119-3996-4530,07-20-2025,Chase Freedom,07-20-2025,Netflix,-27.21,P211195285,
21119-3996-4531,07-23-2025,Business Platinum Card®,07-23-2025,Netflix,-27.21,P211195285,
21119-3996-4532,08-20-2025,Chase Freedom,08-20-2025,Netflix,-27.21,P211195285,
21119-3996-4533,08-23-2025,Business Platinum Card®,08-23-2025,Netflix,-27.21,P211195285,
21119-3996-4534,09-21-2025,Chase Freedom,09-21-2025,Netflix,-27.21,P211195285,
21119-3996-4535,09-23-2025,Business Platinum Card®,09-23-2025,Netflix,-27.21,P211195285,
21119-3996-4536,10-20-2025,Chase Freedom,10-20-2025,Netflix,-27.21,P211195285,
21119-3996-4537,08-01-2024,Business Platinum Card®,08-01-2024,Neuse Sport Shop,-69.82,P211195285,
21119-3996-4579,03-25-2023,Business Platinum Card®,03-25-2023,"New London Pharmacy, Inc.",-8.39,P211195285,
21119-3996-4580,03-26-2023,Business Platinum Card®,03-26-2023,"New London Pharmacy, Inc.",-168.09,P211195285,
21119-3996-4581,05-07-2023,Citi® Diamond Preferred® Card,05-07-2023,"New London Pharmacy, Inc.",-144.13,P211195285,
21119-3996-4582,06-03-2023,Business Platinum Card®,06-03-2023,"New London Pharmacy, Inc.",-95.47,P211195285,
21119-3996-4583,06-16-2023,Business Platinum Card®,06-16-2023,"New London Pharmacy, Inc.",-198.67,P211195285,
21119-3996-4584,09-09-2023,Citi® Diamond Preferred® Card,09-09-2023,"New London Pharmacy, Inc.",-181.20,P211195285,
21119-3996-4585,09-20-2023,Citi® Diamond Preferred® Card,09-20-2023,"New London Pharmacy, Inc.",-24.00,P211195285,
21119-3996-4586,04-13-2024,Business Platinum Card®,04-13-2024,"New London Pharmacy, Inc.",-128.04,P211195285,
21119-3996-4587,06-02-2024,Business Platinum Card®,06-02-2024,"New London Pharmacy, Inc.",-40.00,P211195285,
21119-3996-4588,06-02-2024,Business Platinum Card®,06-02-2024,"New London Pharmacy, Inc.",-17.98,P211195285,
21119-3996-4589,06-26-2024,Business Platinum Card®,06-26-2024,"New London Pharmacy, Inc.",-25.00,P211195285,
21119-3996-4590,07-13-2024,Blue Business Cash(TM),07-13-2024,"New London Pharmacy, Inc.",-51.00,P211195285,
21119-3996-4591,09-09-2024,Business Platinum Card®,09-09-2024,"New London Pharmacy, Inc.",-10.00,P211195285,
21119-3996-4592,10-29-2024,Business Platinum Card®,10-29-2024,"New London Pharmacy, Inc.",-19.99,P211195285,
21119-3996-4593,11-14-2024,Business Platinum Card®,11-14-2024,"New London Pharmacy, Inc.",-8.59,P211195285,
21119-3996-4594,12-04-2024,Business Platinum Card®,12-04-2024,"New London Pharmacy, Inc.",-40.39,P211195285,
21119-3996-4595,12-07-2024,Business Platinum Card®,12-07-2024,"New London Pharmacy, Inc.",-47.36,P211195285,
21119-3996-4596,12-17-2024,Business Platinum Card®,12-17-2024,"New London Pharmacy, Inc.",-83.96,P211195285,
21119-3996-4597,12-18-2024,Business Platinum Card®,12-18-2024,"New London Pharmacy, Inc.",-175.00,P211195285,
21119-3996-4598,01-07-2025,Business Platinum Card®,01-07-2025,"New London Pharmacy, Inc.",-71.31,P211195285,
21119-3996-4599,01-09-2025,Business Platinum Card®,01-09-2025,"New London Pharmacy, Inc.",-20.00,P211195285,
21119-3996-4600,02-04-2025,Business Platinum Card®,02-04-2025,"New London Pharmacy, Inc.",-161.56,P211195285,
21119-3996-4601,03-04-2025,Business Platinum Card®,03-04-2025,"New London Pharmacy, Inc.",-52.69,P211195285,
21119-3996-4604,08-12-2025,Blue Business Cash(TM),08-12-2025,New World Organicnew,4.16,P211195285,
21119-3996-4605,01-16-2025,Business Platinum Card®,01-16-2025,New York City NY,-13.99,P211195285,
21119-3996-4606,02-04-2025,Business Platinum Card®,02-04-2025,New York City NY,-7.99,P211195285,
21119-3996-4607,02-16-2025,Business Platinum Card®,02-16-2025,New York City NY,-6.00,P211195285,
21119-3996-4608,02-16-2025,Business Platinum Card®,02-16-2025,New York City NY,-7.99,P211195285,
21119-3996-4609,03-04-2025,Business Platinum Card®,03-04-2025,New York City NY,-7.99,P211195285,
21119-3996-4610,03-16-2025,Business Platinum Card®,03-16-2025,New York City NY,-7.99,P211195285,
21119-3996-4611,03-16-2025,Business Platinum Card®,03-16-2025,New York City NY,-6.00,P211195285,
21119-3996-4612,09-08-2025,Quicksilver,09-08-2025,New York State,-17.50,P211195285,
21119-3996-4615,06-13-2025,Blue Business Cash(TM),06-13-2025,Newegg,-422.44,P211195285,
21119-3996-4616,04-01-2024,Chase Freedom,04-01-2024,NikePOS_US,-29.86,P211195285,
21119-3996-4617,09-22-2025,Chase Slate,09-22-2025,NikePOS_US,-199.02,P211195285,
21119-3996-4625,08-12-2025,Blue Business Cash(TM),08-12-2025,Ny Penn Sta,79.50,P211195285,
21119-3996-4626,08-12-2025,Blue Business Cash(TM),08-12-2025,Ny Penn Sta,65.50,P211195285,
21119-3996-4688,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4689,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4690,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4691,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4692,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4693,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4694,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4695,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo New,2.90,P211195285,
21119-3996-4707,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo Recover,2.90,P211195285,
21119-3996-4708,08-12-2025,Blue Business Cash(TM),08-12-2025,Nyct Paygo Recover,2.90,P211195285,
21119-3996-4711,12-10-2024,Business Platinum Card®,12-10-2024,Nys Department of Argricu,-180.50,P211195285,
21119-3996-4761,03-04-2025,Business Platinum Card®,03-04-2025,OCEAN GRILL 00F4 VERO BEACH FL XXXX1009,-605.41,P211195285,
21119-3996-4762,07-27-2025,Chase Bonvoy - old,07-27-2025,OF,-7.50,P211195285,
21119-3996-4763,07-27-2025,Chase Bonvoy,07-27-2025,OF,-7.50,P211195285,
21119-3996-4764,08-19-2025,Savor,08-19-2025,OF - 6847,-11.78,P211195285,
21119-3996-4765,11-22-2024,Business Platinum Card®,11-22-2024,OFFICE OF THE PROFESALBANY NY XXXX1009,-630.00,P211195285,
21119-3996-4768,09-08-2025,Chase Slate,09-08-2025,OMNY VENDING*,-21.00,P211195285,
21119-3996-4769,03-14-2025,Business Platinum Card®,03-14-2025,OMNY VENDING* NEW YORK NY XXXX9010,-16.25,P211195285,
21119-3996-4771,08-01-2025,Blue Business Cash(TM),08-01-2025,OMNYPYG* XXX-XXX-6669 NY XXXX3002,-2.90,P211195285,
21119-3996-4772,06-06-2024,Business Platinum Card®,06-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4773,07-06-2024,Business Platinum Card®,07-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4774,08-06-2024,Business Platinum Card®,08-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4775,09-06-2024,Business Platinum Card®,09-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4776,10-06-2024,Business Platinum Card®,10-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4777,11-06-2024,Business Platinum Card®,11-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4778,12-06-2024,Business Platinum Card®,12-06-2024,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4779,01-06-2025,Business Platinum Card®,01-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4780,02-06-2025,Business Platinum Card®,02-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4781,03-06-2025,Business Platinum Card®,03-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-84.00,P211195285,
21119-3996-4782,04-06-2025,Business Platinum Card®,04-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4783,05-06-2025,Business Platinum Card®,05-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4784,06-06-2025,Business Platinum Card®,06-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4785,07-06-2025,Business Platinum Card®,07-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4786,08-06-2025,Business Platinum Card®,08-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4787,09-06-2025,Business Platinum Card®,09-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4788,10-06-2025,Business Platinum Card®,10-06-2025,OPENAI *CHATGPT SUBSSAN FRANCISCO CA XXXX1009,-65.33,P211195285,
21119-3996-4789,06-19-2025,Business Platinum Card®,06-19-2025,OPENAI SAN FRANCISCO CA XXXX1009,-16.40,P211195285,
21119-3996-4790,07-11-2025,Business Platinum Card®,07-11-2025,OPENAI* CHATGPT CREDSAN FRANCISCO CA XXXX1009,-21.78,P211195285,
21119-3996-4791,04-26-2025,Amazon Business Prime Card,04-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4792,05-26-2025,Amazon Business Prime Card,05-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4793,06-26-2025,Amazon Business Prime Card,06-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4794,07-26-2025,Amazon Business Prime Card,07-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4795,08-26-2025,Amazon Business Prime Card,08-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4796,09-26-2025,Amazon Business Prime Card,09-26-2025,OTTER.AI MOUNTAIN VIEW CA XXXX2003,-18.50,P211195285,
21119-3996-4797,09-19-2024,Business Platinum Card®,09-19-2024,OTTO BINS.NYC CHARLOTTE NC XXXX1009,-161.95,P211195285,
21119-3996-4798,12-17-2024,Business Platinum Card®,12-17-2024,OTTO BINS.NYC CHARLOTTE NC XXXX1009,-118.60,P211195285,
21119-3996-4766,09-21-2023,Business Platinum Card®,09-21-2023,Ombligo Ny,628.02,P211195285,
21119-3996-4767,09-15-2023,Business Platinum Card®,09-15-2023,"Ombligo, Inc.",-628.02,P211195285,
21119-3996-4770,08-12-2025,Blue Business Cash(TM),08-12-2025,Omnypyg Ny,2.90,P211195285,
21119-3996-4799,06-29-2023,Business Platinum Card®,06-29-2023,P.F. Chang's,-128.66,P211195285,
21119-3996-4800,04-12-2024,Business Platinum Card®,04-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4801,05-12-2024,Business Platinum Card®,05-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4802,06-12-2024,Business Platinum Card®,06-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4803,07-12-2024,Business Platinum Card®,07-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4804,08-12-2024,Business Platinum Card®,08-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4805,09-12-2024,Business Platinum Card®,09-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4806,10-12-2024,Business Platinum Card®,10-12-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4807,11-11-2024,Business Platinum Card®,11-11-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4808,12-11-2024,Business Platinum Card®,12-11-2024,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4809,01-11-2025,Business Platinum Card®,01-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195280,
21119-3996-4810,02-11-2025,Business Platinum Card®,02-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4811,03-12-2025,Business Platinum Card®,03-12-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4812,04-11-2025,Business Platinum Card®,04-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4813,05-12-2025,Business Platinum Card®,05-12-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4814,06-11-2025,Business Platinum Card®,06-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4815,07-12-2025,Business Platinum Card®,07-12-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4816,08-11-2025,Business Platinum Card®,08-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4817,09-11-2025,Business Platinum Card®,09-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4818,10-11-2025,Business Platinum Card®,10-11-2025,P.SKOOL.COM/JCJVJ EL SEGUNDO CA XXXX1009,-77.00,P211195284,
21119-3996-4819,10-31-2023,Business Platinum Card®,10-31-2023,PADDLE.NET* ETRESOFTASTORIA NY XXXX1009,-19.59,P211195284,
21119-3996-4820,06-17-2024,Business Platinum Card®,06-17-2024,PADDLE.NET* IMAZING NEW YORK NY XXXX1009,-35.00,P211195281,
21119-3996-4821,01-31-2024,Business Platinum Card®,01-31-2024,PADDLE.NET* SETAPP ASTORIA NY XXXX1009,-146.85,P211195281,
21119-3996-4822,01-31-2025,Business Platinum Card®,01-31-2025,PADDLE.NET* SETAPP ASTORIA NY XXXX1009,-146.85,P211195281,
21119-3996-4828,03-09-2025,Chase Freedom,03-09-2025,PARAMOUNT+,-8.47,P211195281,
21119-3996-4829,04-09-2025,Chase Freedom,04-09-2025,PARAMOUNT+,-8.47,P211195281,
21119-3996-4830,05-09-2025,Chase Freedom,05-09-2025,PARAMOUNT+,-8.47,P211195284,
21119-3996-4831,06-16-2025,Chase Freedom,06-16-2025,PARK LAUNDROMAT,-20.79,P211195284,
21119-3996-4832,06-16-2025,Chase Freedom,06-16-2025,PARK LAUNDROMAT,-31.19,P211195284,
21119-3996-4833,06-17-2025,Chase Freedom,06-17-2025,PARK LAUNDROMAT,-20.79,P211195284,
21119-3996-4835,06-04-2025,Savor,06-04-2025,PAST DUE FEE - 6847,-25.00,P211195284,
21119-3996-4836,08-08-2025,Chase Bonvoy,08-08-2025,PATH TAPPPAYGO SSDRCNP,-3.00,P211195284,
21119-3996-4837,08-28-2025,Chase Bonvoy,08-28-2025,PATH TAPPPAYGO SSDRCNP,3.00,P211195284,
21119-3996-4838,12-27-2024,Wells Fargo,12-27-2024,PAY* HOMEADVISOR-DEC27 HANDY.COM IN,-29.99,P211195284,
21119-3996-4839,02-08-2025,Business Platinum Card®,02-08-2025,PAY* HOMEADVISOR-FEBINDIANAPOLIS IN XXXX1009,-29.99,P211195284,
21119-3996-4864,03-13-2023,Chase Freedom,03-13-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4865,04-12-2023,Chase Freedom,04-12-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4866,05-12-2023,Chase Freedom,05-12-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4867,06-11-2023,Chase Freedom,06-11-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4868,07-11-2023,Chase Freedom,07-11-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4869,08-10-2023,Chase Freedom,08-10-2023,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4870,09-10-2023,Chase Freedom,09-10-2023,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4871,10-09-2023,Chase Freedom,10-09-2023,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4872,11-08-2023,Chase Freedom,11-08-2023,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4873,12-08-2023,Chase Freedom,12-08-2023,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4874,01-07-2024,Chase Freedom,01-07-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4875,02-06-2024,Chase Freedom,02-06-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4876,03-07-2024,Chase Freedom,03-07-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4877,04-07-2024,Chase Freedom,04-07-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4878,05-06-2024,Chase Freedom,05-06-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4879,06-05-2024,Chase Freedom,06-05-2024,PBPAYHELP.COM,-29.95,P211195284,
21119-3996-4880,07-05-2024,Chase Freedom,07-05-2024,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4881,08-04-2024,Chase Freedom,08-04-2024,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4882,09-03-2024,Chase Freedom,09-03-2024,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4883,10-03-2024,Chase Freedom,10-03-2024,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4884,11-03-2024,Chase Freedom,11-03-2024,PBPAYHELP.COM,-29.95,P211195280,
21119-3996-4885,04-04-2025,Business Platinum Card®,04-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4886,04-18-2025,Business Platinum Card®,04-18-2025,PEACOCK NEW YORK CITY NY XXXX1009,-13.99,P211195280,
21119-3996-4887,05-04-2025,Business Platinum Card®,05-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4888,05-16-2025,Business Platinum Card®,05-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-13.99,P211195280,
21119-3996-4889,06-04-2025,Business Platinum Card®,06-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4890,06-16-2025,Business Platinum Card®,06-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-13.99,P211195284,
21119-3996-4891,07-04-2025,Business Platinum Card®,07-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-7.99,P211195284,
21119-3996-4892,07-16-2025,Business Platinum Card®,07-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-13.99,P211195284,
21119-3996-4893,08-04-2025,Business Platinum Card®,08-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-7.99,P211195284,
21119-3996-4894,08-16-2025,Business Platinum Card®,08-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-13.99,P211195284,
21119-3996-4895,09-04-2025,Business Platinum Card®,09-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-10.99,P211195284,
21119-3996-4896,09-16-2025,Business Platinum Card®,09-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-16.99,P211195284,
21119-3996-4897,10-04-2025,Business Platinum Card®,10-04-2025,PEACOCK NEW YORK CITY NY XXXX1009,-10.99,P211195284,
21119-3996-4898,10-16-2025,Business Platinum Card®,10-16-2025,PEACOCK NEW YORK CITY NY XXXX1009,-16.99,P211195284,
21119-3996-4907,04-04-2024,Business Platinum Card®,04-04-2024,PEACOCK*123D2 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4899,05-04-2023,Business Platinum Card®,05-04-2023,PEACOCK*2B917 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195284,
21119-3996-4900,01-04-2025,Business Platinum Card®,01-04-2025,PEACOCK*2DFD1 PREMIUNEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4908,07-04-2023,Business Platinum Card®,07-04-2023,PEACOCK*309C7 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195280,
21119-3996-4901,03-04-2024,Business Platinum Card®,03-04-2024,PEACOCK*3FB34 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4909,09-04-2023,Business Platinum Card®,09-04-2023,PEACOCK*4486A PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4905,09-04-2024,Business Platinum Card®,09-04-2024,PEACOCK*46E76 PREMIUNEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4902,07-04-2024,Business Platinum Card®,07-04-2024,PEACOCK*6F21F PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4910,10-04-2024,Business Platinum Card®,10-04-2024,PEACOCK*7110A PREMIUNEW YORK CITY NY XXXX1009,-7.99,P211195284,
21119-3996-4906,08-04-2024,Business Platinum Card®,08-04-2024,PEACOCK*85AD0 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4903,08-04-2023,Business Platinum Card®,08-04-2023,PEACOCK*9D595 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195280,
21119-3996-4904,11-04-2024,Business Platinum Card®,11-04-2024,PEACOCK*9DDD2 PREMIUNEW YORK CITY NY XXXX1009,-7.99,P211195280,
21119-3996-4911,05-04-2024,Business Platinum Card®,05-04-2024,PEACOCK*A2DB0 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4912,01-04-2024,Business Platinum Card®,01-04-2024,PEACOCK*AB6C6 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4913,12-04-2024,Business Platinum Card®,12-04-2024,PEACOCK*B116C PREMIUNEW YORK CITY NY XXXX1009,-7.99,P211195284,
21119-3996-4914,06-04-2024,Business Platinum Card®,06-04-2024,PEACOCK*B6129 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4915,10-04-2023,Business Platinum Card®,10-04-2023,PEACOCK*C03C5 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4916,12-04-2023,Business Platinum Card®,12-04-2023,PEACOCK*CA6B0 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4918,04-04-2023,Business Platinum Card®,04-04-2023,PEACOCK*D1391 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195284,
21119-3996-4917,03-04-2023,Business Platinum Card®,03-04-2023,PEACOCK*D16B5 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195284,
21119-3996-4920,02-04-2024,Business Platinum Card®,02-04-2024,PEACOCK*E1587 PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195280,
21119-3996-4919,11-04-2023,Business Platinum Card®,11-04-2023,PEACOCK*E70CB PREMIUNEW YORK CITY NY XXXX1009,-5.99,P211195284,
21119-3996-4921,06-04-2023,Business Platinum Card®,06-04-2023,PEACOCK*X8682 PREMIUNEW YORK CITY NY XXXX1009,-4.99,P211195280,
21119-3996-4923,07-31-2024,Business Platinum Card®,07-31-2024,PERFECT NUTRITION Goldsboro NC XXXX9010,-39.68,P211195280,
21119-3996-4924,08-02-2024,Business Platinum Card®,08-02-2024,PERFECT NUTRITION Goldsboro NC XXXX9010,-36.00,P211195280,
21119-3996-4925,12-01-2024,Business Platinum Card®,12-01-2024,PERPLEXITY* PROSHOP SAN FRANCISCO CA XXXX1009,-435.49,P211195280,
21119-3996-4926,08-02-2023,Chase Freedom,08-02-2023,PERRY STREET,-89.48,P211195280,
21119-3996-4936,10-03-2023,Business Platinum Card®,10-03-2023,PHONE.COM XXXX1234 POWAY CA XXXX1009,-23.69,P211195284,
21119-3996-4937,05-03-2023,Business Platinum Card®,05-03-2023,PHONE.COM XXXX2929 POWAY CA XXXX1009,-23.40,P211195285,
21119-3996-4938,04-04-2023,Business Platinum Card®,04-04-2023,PHONE.COM XXXX3190 POWAY CA XXXX1009,-23.40,P211195285,
21119-3996-4939,09-03-2023,Business Platinum Card®,09-03-2023,PHONE.COM XXXX3514 POWAY CA XXXX1009,-23.42,P211195285,
21119-3996-4940,11-03-2023,Business Platinum Card®,11-03-2023,PHONE.COM XXXX3718 POWAY CA XXXX1009,-23.69,P211195284,
21119-3996-4941,04-04-2024,Business Platinum Card®,04-04-2024,PHONE.COM XXXX4306 POWAY CA XXXX1009,-23.88,P211195284,
21119-3996-4942,01-04-2024,Business Platinum Card®,01-04-2024,PHONE.COM XXXX4452 POWAY CA XXXX1009,-23.98,P211195284,
21119-3996-4943,03-03-2023,Business Platinum Card®,03-03-2023,PHONE.COM XXXX5271 POWAY CA XXXX1009,-23.59,P211195284,
